text,complexity
نیلی,2
شاد,1
سرمه ای,2
سرخابی,2
کله پوک,1
چشم سفید,2
بی مغز,2
پَکَر,3
پوچ,1
پاک,1
کثیف,2
پولدار,1
فقیر,2
بخشنده,1
خَیِر,2
خسیس,2
گدا,1
آلوده,1
بزرگ,1
خل و چل,3
گریان,2
کوچک,1
خواب آلود,1
ابتدایی,2
پشمی,2
نخی,2
سطحی,2
آشکار,1
پنهان,1
پیروز,2
اجنبی,3
دشمن,1
دوست,1
بازنده,1
آکبند,1
تعطیل,2
نوک مدادی,2
باهوش,1
تیزهوش,2
کودن,2
کچل,1
باریک,2
کَر,1
پهن,1
کلفت,1
سرسبز,2
خیس,2
خشک ,1
الکی,2
شوخ,2
دو رو دو رنگ,3
پربار,3
ترش,1
بچگانه,1
مسخره,2
لوس,1
نُنُر,1
مقاوم,3
ناتوان,1
خوش ذوق,3
بدحساب,2
شیطون,2
بی معرفت,2
با معرفت,3
با مرام,2
بی دست و پا,2
چالاک,3
بیهوده,2
زرنگ,1
مرتب,1
منظم,1
پژمرده,1
بی نظم,3
بی تربیت,2
بی ادب,2
تازه,1
مرطوب,1
نمناک,1
سالم ,1
ناقص,1
برجسته,3
خجسته,3
بیمار,2
مریض,2
قبراق,3
بی حال,2
رو به راه,3
بیحال,2
پشمالو,1
ملوس,1
گوگولی,2
بی عیب,3
پرچونه,2
کامل,2
بیوه,2
قاتل,1
بی رحم,3
پلاس,1
آس و پاس,3
پولکی ,2
پلید,3
پَلَشت,3
با احساس,3
بز خر,3
شلوغ,1
خلوت,1
ساکت,1
ساکن,1
پرتحرک,3
چوبی,2
فلزی,2
سنگی,2
آجری,2
یشمی,2
شیشه ای,2
مهربان,1
چفت,2
مسی,2
پوک,1
خسته,1
سخت,1
تار,1
خوشبخت,1
خوش خنده,2
جانور,2
وحشی,2
اهلی,2
زیاد,2
کم,1
جفنگ,3
تباه,3
پاپَتی,3
تپل,1
جبّار,3
روشنفکر,2
مذهبی,2
بی دین,2
دهن لق,1
پَست,3
بیکار,2
چیره,2
تشنه,1
نامرد,2
عصبانی,2
خام,1
پخته,1
نپخته,1
کال,1
سوخته,1
بد دهن,1
غُرّان,3
زود رنج,2
بدصدا,2
خوش صدا,2
چابک,2
خوش خواب,2
خراب,1
کبیر,2
خبیث,3
چپ,1
راست,1
چرب,1
خودشیفته,3
نچسب,2
خُرَم,1
مجذوب,3
جذاب,2
جانی,2
تندرو,2
متعصب,3
مشکوک,2
رسمی,2
رازآلود,3
خودمانی,3
جنایی,2
رمانتیک,2
طناز,2
خفن,3
خشن,3
متوهم,3
دلیر,2
شجاع,1
رزمی,2
جنگی,3
ورزشی,2
به آرامی,3
زنده,1
 مرده,1
جاهل,2
خوشحال,1
گرون,1
ارزان,1
اشتباه,1
درست,1
زیرک,2
زِبر,2
مسیحی,2
مسلمان,1
سُنی,2
سیاسی,3
اقتصادی,2
اجتماعی,2
پیچیده,3
فرهنگی,3
دشوار,2
ارتشی,2
صادق,1
سوسول,3
دروغگو,1
جنگجو,1
سازشگر,3
ژیگول,3
سازگار,3
سینه خیز,2
پایدار,2
قاطی,2
پررو,2
خجالتی,2
سُر,1
 پابرجا,3
سست عنصر,3
شکاری,2
رک,1
فضول,1
لجباز,2
پرصدا,2
سِرتِق,3
کم  صدا,3
شمالی,2
جنوبی,2
غربی,2
شرقی,2
سر به راه,3
سر به زیر,2
مشغول,2
شاغل,2
دنج,3
لطیف,2
فسقلی,3
بی خاصیت,3
شلخته,1
کج و کوله,2
پیر,2
غول آسا,3
غول پیکر,3
مَشَنگ,3
بی کس,2
تنها,1
کلافه,3
لوچ,3
ترسو,1
سیاه,2
کور,1
خرخون,1
جامد,1
مایع,2
نابینا,2
کج و کوله,2
قهرمان,1
فرخنده,3
کاج,1
کنجکاو,2
راستگو,1
کِنِس,3
لجوج,2
گستاخ,3
کوتوله,1
کهنه,1
نو,1
جدید,2
گزاف,3
معطر,2
لُخت,1
پوشیده,2
باحجاب,1
بدحجاب,1
بی حجاب,2
ناموزون,3
لرزان,2
لغزش,3
لَش,1
ناز,1
سرد مزاج,2
بی کیفیت,2
لَق,1
خموش,2
بازیگوش,3
چشم چران,1
گنده,2
لات,2
گناهگار,1
گنده لات,3
بی گناه,2
شرور,3
نفرت انگیز,3
ناراحت,1
مزدوج,3
متاهل,1
سنگدل,2
لِه,1
تپلی,2
کپلی,3
گردن کلفت,1
مغلطه,3
میخکوب,2
مامانی,2
جسور,3
مَچَل,3
چرند,2
ناپدید,2
خالی بند,2
چاخان,3
گرمایی,2
محکوم,2
سرمایی,2
معشوق,1
مجنون,1
عاشق,1
عاقل,3
چادری,2
مردمی,3
دلبر,2
مست,1
پاتیل,3
بساز,2
ماست بودن,3
چسبناک,2
اتو کشیده,2
شیک,2
ناشناس,2
آشنا,1
بی مرام,2
نرمال,3
سرکش,3
خوش شانس,1
نوکر,1
با کلاس,2
بدشانس,1
برده,1
چروک,1
چرب و چیلی,2
پیگیر,2
سیریش,2
پایه,2
آویزان,2
هَچَل هفت,3
همتا,3
یکتا,2
یگانه,2
وزوزی,2
کافر,1
همزاد,2
آقازاده,2
گرم,1
جانباز,1
جیک ثانیه,3
هوشمند,2
مصنوعی,2
هوادار,1
خالتور,3
خجسته,3
شکمو,1
خِفت کردن,2
وارونه,3
خوابالو,1
رادار,3
کم خواب,2
بیخواب,2
پرخواب,3
واژگون,3
زورگو,3
وِراج,1
زاغارت,3
غریب,2
عجیب,3
سوتی,2
عبرت,1
خوشمزه,1
سیریش,2
یکرنگ,3
حجیم,3
ضد حال,3
طوطی وار,3
قُزمیت,3
بدهکار,1
بزهکار,3
کاهگل لگد کردن,3
کورکورانه,2
احمق,2
کل کل کردن,3
خوردنی,2
گفتنی,2
گاگوول,3
گلابی بودن,3
خوش دوخت,3
گولاخ,3
گندیده,2
گیر سه پیچ,3
خانگی,2
لاو تر‌کاندن,2
حرفه ای,2
نابلد,3
کار درست,3
روزانه,1
عجول,1
هپل هپو,3
بچه مثبت,2
مثبت ,1
منفی,2
سوسول,3
گام به گام,2
گوشه گیر,2
مارشمالو,3
رو سفید,2
خط کش ژله ای,2
دَک و پُز,3
دراز بی قواره,3
بی در و پیکر,2
در به در,2
سی تار,2
تیزهوشان,2
ولگرد,1
زیر پام علف سبز شد,2
تُرُب,1
خواننده رپ,2
منگل,3
کرولا,2
کاردستی,2
پیک نوروزی,2
روده,1
زیرآب زنی,2
په نه په,3
دست و پا چُلُفتی,2
گیج,2
کیک اسفنجی,2
کم جون,3
نا فرمان,3
شفاف,2
دست,1
شتر دیدی ندیدی,2
سرخ و سفید شدن,3
ریخته گر,3
کِدِر,1
دراز,1
عظیم,2
استاد شهریار,3
ماه شب چهارده,2
دوری و دوستی,2
آیفون,2
مرغش یه پا داره,3
از شیر مادر حلال تر,3
اشک تمساح ریختن,1
چاه کن ته چاه,3
قاپشو دزدیدن,3
از مو باریک تر,3
موش آب کشیده,2
جِز جگر,3
بی راهه,2
راه و بی راه,3
دست گرمی,3
نیسان آبی ,2
ترمز فرش,2
آبچکان,2
مبل,1
جا قاشقی,2
قاب عکس,2
دلفین,1
بزمجه,2
عنکبوت,1
پرستار,1
باربر,2
قصاب,1
بزاز,2
بُزدل,2
کسل کننده,3
صبور,1
خسته کننده,3
وسیع,2
تاریک,2
مرتفع,2
خالی بستن,2
دسته گل به آب دادن,3
بز آوردن,3
سر آوردن,3
دست دست کردن,2
این دست اون دست کردن,3
به ریش کسی خندیدن,3
سنگین شدن سایه,3
بی شعور,2
افتضاح,3
شیرینی ناپلئونی,2
صندوق دار,2
تلفنچی,2
تراشکاری,2
حروف الفبا,1
گچ,1
آب پرتقال,2
تدوینگر,2
تخته سفید,2
مواد فروش,2
توبه گرگ مرگه,2
بزک نمیر بهار میاد,2
از دهان افتادن,2
تابلو,1
دینام,2
چرخ زاپاس,2
پنجره دو جداره,2
آبگرمکن,1
گاز فردار,2
قارچ,1
حراف,1
دبیر,2
تخته,1
زبونم مو دراورد,2
سمور,2
قالب ساز,3
عشقولانه,3
قیافه گرفتن,3
پشت سر صفحه گذاشتن,3
شیشه خورده داشتن,3
خر از پل گذشتن,2
چوب لای چرخ گذاشتن,3
کبک,2
دانش آموزان,1
با ذوق,3
کلم بروکلی,2
لیفان,2
BMW,1
ماژیک,2
پاک کن,1
کله خر,2
لامپ مهتابی,2
پریز برق,2
میز غذاخوری,2
خورشت قیمه,2
آب معدنی,2
دلستر,1
اسب,1
خر,1
متال,2
راننده تاکسی,2
206,1
بابای مدرسه,2
افسرده,1
پریشان,3
مضطرب,1
بی تفاوت,2
قد بلند,1
آرام,1
صریح,3
حرّاف,1
مدیر,2
پیمانکار,3
خانه دار,1
تایپیست,2
کولبَر,2
کاراگاه,2
بازرس,3
کتابدار,1
مدرس,2
میتسوبیشی,3
تخته پاک کن,1
میز,2
نقشه کش,2
آشپز,1
فروشنده مغازه,3
کلاس,1
کتاب,1
دفتر نمره,2
این به اون در,3
شیر تو شیر,2
استاد,1
مشاور,1
سالاد فرانسوی,3
چلمنگ,3
آب زیر کاه,2
آب زیر کاه,2
محتاط,2
LG,1
sony,1
اثر انگشت,1
کچلم کردی,2
MVM 550,3
رادیو,1
نیمکت,2
ماهی گیر,2
دلقک ماهی,2
نهنگ قاتل,2
آهو,1
هزارپا,1
کلید و پریز,3
عکس,1
میکروسکوپ ,2
بلندگو,1
آش آلو,3
آش انار,3
دستیار کارگردان ,2
ژیان,2
سیتروئن,2
کادیلاک,2
سانتافه,2
برگه,1
جواب ,1
حیاط مدرسه,2
دفتر انضباطی,3
دفتر حضور و غیاب,2
راننده اسنپ,2
تاکسی تلفنی,2
دفتر تبلیغاتی,3
جراح مغز,2
جراح پلاستیک,2
کاشی کار,2
کارخانه دار,2
نجار,1
هیجان زده,3
خوش پوش,2
خوشگل,1
جنسیس کوپه,3
کروکودیل,2
عروس هلندی,2
کرم خاکی,1
سگ ماهی,2
دعوا زنگ آخر,3
پیشانی,2
ناخن پا,1
ناخن دست,1
چربی,2
بزاق دهان ,2
رباط صلیبی ,2
خارپشت,1
 همستر,2
سپک تاکرا,2
اسنوبورد,3
سرش کلاه رفت,2
بالاخانه را اجاره داده,3
دلگیر,2
دست رو دست گذاشتن,2
رنگی,2
دادا,1
غلط گیر نواری,3
جیلی,2
هیوندا توسان,3
دنا,1
آریو,3
پژو پارس,2
پژو پرشیا,2
تویتا کَمِری,2
هتل دار,2
ریو,2
پینگ پنگ,2
فر برقی,2
مو,1
نونت تو روغنه,3
کند ذهن,2
تنبل,1
تلاشگر,2
کندذهن,2
مزخرف,3
ابله,3
سُست,3
استوار,2
خم,1
منطقی,2
کله شق,3
نکبت,3
پرانرژی,3
سنگین,2
سبک,1
فرز,2
برنده,1
نارَس,1
رَسا,3
شِنَوا,1
گویا,3
بی نمک,2
دست و پا شکسته,3
کم و بیش,2
مدادتراش,1
اتود,1
خودکار,1
لاک غلط گیر,2
نوک اتود,2
جامدادی,2
سرویس مدرسه,2
ابتدایی,2
راهنمایی,2
دبیرستان,2
آموزش و پرورش ,1
مشق,1
تکلیف,2
کوله پشتی,2
بوفه مدرسه,1
معاون,1
مدرس,2
مداد نوکی,2
ضخیم,2
داغون,2
لَزِج,3
بادوام,3
مات,1
تمیز,2
خوشبو,1
نَجس,1
حلال,1
حرام,1
مستقل,1
آزاد,1
فارغ,1
امن,2
مطمئن,2
کتاب آمادگی دفاعی,3
گچ سفید,2
ساعت,1
کابینت,1
هود,1
قرآن,1
تخت خواب,1
کِشمَکِش,3
توپ تنیس,2
بی ذوق,3
خوش برخورد,3
خون گرم,2
بلند پرواز,2
جالباسی,2
واترپلو,1
دمت گرم,1
آرایشگر,2
کافی نت,2
باکیفیت,3
ایرانی,2
خارجی,2
بُنجُل,3
پلاستیکی,2
پوشالی,3
نرم,1
آسان,1
مُشکل,3
فِرفِری,2
پُرپُشت,1
بدرد بخور ,3
سر به راه,3
زیرکانه,3
تعویض روغنی,2
تغذیه,2
جلف,2
خودشیرین,3
شیرین مغز,2
با جنبه,1
دست از پا دراز تر,2
کاسه داغتر از آش,3
چراغ خواب,1
سنبل,2
شوریده,3
جوگیر,3
چوپان,1
حلیم بادمجان,3
سوسیس بندری,2
تخمه کدو,2
سوپ جو,2
کوکتل پنیر,3
پنکیک,2
کوکو,1
کتلت,1
آش جو,2
قارچ سوخاری,2
بورانی,2
نسکافه,1
هات چاکلت,2
کاپوچینو,2
اسمارتیز,2
اسفناج,1
لیموناد,3
موهیتو,2
نوتلا,2
خورشت کرفس,2
هات داگ,1
خورشت بامیه,2
رشته پلو,2
دل و قلوه,2
نان قندی,2
نان شیرمال,3
بستنی قیفی,2
بستنی عروسکی,2
دمپختک,3
تاس کباب,2
دلمه,1
کوفته,1
کمپوت,1
یونیفرم,2
دفتر دو خط,2
نرده,1
جوجه,1
لاله زار,2
تسلا,3
حواس پرت,3
میکروفون,2
نیک,2
دایو,2
پیست اسکی,2
فیثاغورس,2
ذوزنقه,1
حیاط,2
تربیت بدنی,2
آپاچی,2
هدیه های اسمانی ,2
مخلوط کن,2
میز تحریر,2
کفگیر و ملاقه,3
حرف و حدیث,3
حساب کتاب,2
چراغ نفتی,2
پست فطرت,3
اورانگوتان,2
بی ریخت,2
قالی کرمان,2
ساعت رومیزی,2
خواب خرگوشی,3
دست از پا درازتر,3
هلال احمر,1
اورژانس,1
رو میزی,2
کوله پشتی,1
ذهن,2
مرغ شکم پر,2
ووشو,2
تکواندو,1
کمد دیواری,2
نالان,3
غمگین,2
با مزه,1
مزدور,3
چلغوز,3
نا خوش احوال,3
پرادو,2
لندکروز,2
گند دماغ,3
شایسته,3
موذی,3
خوش رو,2
پرخاشگر,3
تنبیه,2
تنبل,1
نمره بیست,2
باغبان,1
عکاس,1
طراح لباس,2
داور,1
غواص,1
عینک ساز,2
گزارشگر,1
جاسوس,2
کوزه گر,2
چاه کن,2
برلیانس,2
اسکواش,2
آدیداس,2
نایک,2
مسابقه فرمول یک,3
جا لامپی,2
زننده,3
شکوفا,2
بزرگوار,3
پا به پا,2
به قول معروف,3
دست درازی,2
زبان درازی,2
گولاخ,3
روزنامه دیواری,2
چاه بازکن,2
کنه,1
عجل معلق,3
bmw z4,2
benz sls,3
مداد رنگی,2
دفترچه,1
امتحان,1
تحقیق,2
دفتر صد برگ,2
زبون باز,2
دفتر مشق,1
دامپزشک,1
پیکان جوانان,2
وقت طلاست,2
اسکی روی یخ,2
قوچ,2
قرقی,3
پلیکان,2
بزرگوار,3
اینفینیتی,2
اُپل,1
اسکانیا,2
زو,1
سوناتا,2
میدان الکتریکی,3
میدان مغناطیسی,3
ماتریس,3
نو بیاد به بازار ,2
بو گندو,3
برنج,1
دایناسور,1
دیوار موش داره,2
چوب کاری کردن,3
شکسته نفسی کردن,3
متکبر,3
بانجی جامپینگ,2
نخود,1
لیمیوزین,2
گرگ بارون دیده,3
بوگاتی ویرون,2
اختاپوس,2
لوکوموتیو ران,2
کینه شتری,2
از دماغ فیل افتاده,2
آش ماست,3
خوراک مرغ,3
خوراک گوشت,3
مقنعه,1
میان وعده,2
ماشین,2
زنگ کلاس,2
قطره قطره جمع گردد ,2
ون ,1
ماهی فروش,2
سراتو,2
جک s5,3
قالپاق,1
مه شکن,2
وانت,1
خودرو,1
مزدا ۳,2
مدیران خودرو,3
مرسدس بنز,2
هامر,3
ال ۹۰,2
پژو 207,2
خرخوان,1
شوفِر,1
قنات,2
موزر,3
ذرت مکزیکی,2
آلبالو پلو,2
اِشکنه,2
آش دوغ,2
انبار دار,2
شیشه گر,3
معدن چی,2
سبزی فروش,2
کمیاب,2
مدرسه,1
لینوکس,3
سکنجبین,2
مثل آب خوردن,1
رنگینک,3
سشوار,1
اتو,1
ضبط صوت,2
فلاسک,1
هدفون,1
گوشت کوب,1
جانماز,1
سینک ظرفشویی,2
مرغ همسایه غازه,2
بدترکیب,3
نورانی,2
غسال,2
آجیل,2
شیرینی,1
فلفل نبین چه ریزه,2
بابای مدرسه,2
پیشی بیا منو بخور,3
میز ناهارخوری,2
مربی بهداشت,3
کارمند بانک,1
دورویی,2
قطب,1
شوره زار,2
رییس جمهور,2
جلاد,2
ببر بنگال,3
تخته وایت برد,2
کشتی کج,2
حمید سوریان ,3
خوکچه هندی,3
مثل برج زهرمار,3
علوم تجربی,2
کیا موتورز,2
پروتون,2
بی وای دی,2
ساندرو,2
جگوار,2
واکسی,2
ویتارا,2
زامیاد,3
کوئیک,3
گنجه,3
بوفه,1
دوست داشتنی,2
تردمیل,2
عالی,2
ماست‌ و خیار,2
اسکات,2
TRX,2
شکلات سنگی,3
حسن یزدانی,2
غلام رضا تختی,2
سر زدن ,2
دم به تله دادن ,3
چرخ گوشت,1
فریزر,1
ظرف مسی,2
بدبخت,1
ساعی,2
فتیله پیچ شدن,2
صف صبحگاهی,2
چُلمن,3
لاکچری,2
بسیارعالی,3
کلیشه ,3
سبیل گرو گذاشتن ,2
با دیوار حرف زدن ,3
دنیا دیده ,3
مرغ همسایه غازه,2
بارکج به منزل نمیرسد,2
صدف مرواریدساز,3
کف زدن,1
پورشه کاین توربو,3
کارگر ساختمان,2
چاقالو,2
دست کج ,1
پراید 111,2
کیا اسپورتیج,3
X60,2
النترا,2
پراید وانت,2
ﻛﻮﻓﺘﻪ تبریزی,2
دکتر,1
ﻓﺮﻭﺷﻨﺪﮔﻲ,2
آزاده,1
تهی دست,2
سخت کوش,2
ماژیک وایت برد,2
سوزن تو انبار کاه ,3
آب خنک خوردن ,1
مسئول بهداشت,3
نماینده آبخوری,3
جشن الفبا,2
جشن تکلیف,2
خمیده,2
پر حرف,1
قند تو دل آب شدن,2
فولکس واگن,2
عود,1
ویولن سل,2
ترومپت,2
آکوردئون,2
شاطر,1
خراط,3
دامدار,2
ژاندارم,3
نمایش‌نامه نویس,3
بازرگان,2
تاجر,2
مشاور مالی,3
مشاور خانواده,3
نماینده مجلس,3
اخترشناس,3
مسئول موزه,3
آهنگساز,2
شاعر,1
سرایدار,2
کنتور خوان,3
پیتزا مخلوط,2
کوکو سیب‌زمینی,2
کشک بادمجان,2
کباب ترش,2
مرغ سوخاری,2
سالاد ماکارونی,2
سوپ گوجه,2
ته چین,2
لوبیا پلو,2
ماش پلو,3
کلم پلو,2
استامبولی,2
ماهی پلو,2
میرزاقاسمی,2
ماهی سفید,1
موزاییک,2
آقای گل,2
بی حوصله,3
دکتر مغز و  اعصاب,2
املا,1
تنگ ماهی,2
کلاهشون رفته تو هم,3
تازه به دوران رسیده,2
لامپ پر مصرف,2
خَردل,1
لوزالمعده,2
شفتالو,2
آب از دستش نمیچکه,2
جمجمه,1
سیبیل,2
قوی هیکل ,3
قلیه ماهی,2
نای,2
باقالی,2
باقلوا,2
ملیح,3
ساده لوح,3
خیال پرداز,2
خط کش فلزی,2
خوش سیما,3
استخوانی,2
برومند,3
بیچاره,2
تخس,3
خل,1
ریز,2
زبل,2
سرعت گیر,2
چرک کف دستِ,1
یلا قبا,3
کاچی به از هیچی,3
صد من یه غاز,3
بشنو و باور مکن,3
فوت کوزه گری,3
دوستی خاله خرسه,2
مارموز,2
از پشت خنجر زدن,2
این به اون در,3
به خاک سیاه نشاندن,3
